halqa_id,name,political_party,
NA-76,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-76,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-77,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-77,Akram Khan,Independent,182
NA-77,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-77,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-77,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-77,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-77,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-77,Hidayatullah Khan Afridi Advocate,Independent,61
NA-77,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-77,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-77,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-77,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-77,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-77,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-77,Pir Abdur Rehman,Independent,265
NA-77,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-77,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-77,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-78,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-78,Akram Khan,Independent,182
NA-78,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-78,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-78,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-78,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-78,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-78,Hidayatullah Khan Afridi Advocate,Independent,61
NA-78,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-78,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-78,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-78,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-78,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-78,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-78,Pir Abdur Rehman,Independent,265
NA-78,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-78,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-78,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-79,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-79,Akram Khan,Independent,182
NA-79,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-79,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-79,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-79,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-79,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-79,Hidayatullah Khan Afridi Advocate,Independent,61
NA-79,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-79,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-79,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-79,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-79,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-79,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-79,Pir Abdur Rehman,Independent,265
NA-79,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-79,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-79,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-80,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-80,Akram Khan,Independent,182
NA-80,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-80,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-80,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-80,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-80,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-80,Hidayatullah Khan Afridi Advocate,Independent,61
NA-80,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-80,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-80,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-80,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-80,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-80,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-80,Pir Abdur Rehman,Independent,265
NA-80,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-80,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-80,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-81,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-81,Akram Khan,Independent,182
NA-81,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-81,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-81,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-81,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-81,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-81,Hidayatullah Khan Afridi Advocate,Independent,61
NA-81,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-81,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-81,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-81,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-81,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-81,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-81,Pir Abdur Rehman,Independent,265
NA-81,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-81,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-81,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-82,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-82,Akram Khan,Independent,182
NA-82,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-82,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-82,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-82,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-82,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-82,Hidayatullah Khan Afridi Advocate,Independent,61
NA-82,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-82,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-82,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-82,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-82,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-82,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-82,Pir Abdur Rehman,Independent,265
NA-82,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-82,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-82,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-84,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-84,Akram Khan,Independent,182
NA-84,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-84,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-84,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-84,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-84,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-84,Hidayatullah Khan Afridi Advocate,Independent,61
NA-84,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-84,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-84,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-84,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-84,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-84,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-84,Pir Abdur Rehman,Independent,265
NA-84,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-84,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-84,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-85,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-85,Akram Khan,Independent,182
NA-85,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-85,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-85,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-85,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-85,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-85,Hidayatullah Khan Afridi Advocate,Independent,61
NA-85,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-85,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-85,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-85,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-85,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-85,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-85,Pir Abdur Rehman,Independent,265
NA-85,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-85,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-85,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-86,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-86,Akram Khan,Independent,182
NA-86,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-86,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-86,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-86,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-86,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-86,Hidayatullah Khan Afridi Advocate,Independent,61
NA-86,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-86,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-86,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-86,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-86,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-86,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-86,Pir Abdur Rehman,Independent,265
NA-86,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-86,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-86,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-87,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-87,Akram Khan,Independent,182
NA-87,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-87,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-87,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-87,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-87,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-87,Hidayatullah Khan Afridi Advocate,Independent,61
NA-87,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-87,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-87,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-87,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-87,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-87,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-87,Pir Abdur Rehman,Independent,265
NA-87,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-87,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-87,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-88,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-88,Akram Khan,Independent,182
NA-88,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-88,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-88,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-88,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-88,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-88,Hidayatullah Khan Afridi Advocate,Independent,61
NA-88,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-88,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-88,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-88,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-88,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-88,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-88,Pir Abdur Rehman,Independent,265
NA-88,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-88,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-88,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-89,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-89,Akram Khan,Independent,182
NA-89,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-89,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-89,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-89,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-89,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-89,Hidayatullah Khan Afridi Advocate,Independent,61
NA-89,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-89,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-89,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-89,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-89,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-89,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-89,Pir Abdur Rehman,Independent,265
NA-89,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-89,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-89,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-90,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-90,Akram Khan,Independent,182
NA-90,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-90,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-90,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-90,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-90,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-90,Hidayatullah Khan Afridi Advocate,Independent,61
NA-90,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-90,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-90,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-90,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-90,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-90,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-90,Pir Abdur Rehman,Independent,265
NA-90,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-90,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-90,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-91,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-91,Akram Khan,Independent,182
NA-91,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-91,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-91,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-91,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-91,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-91,Hidayatullah Khan Afridi Advocate,Independent,61
NA-91,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-91,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-91,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-91,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-91,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-91,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-91,Pir Abdur Rehman,Independent,265
NA-91,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-91,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-91,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-92,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-92,Akram Khan,Independent,182
NA-92,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-92,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-92,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-92,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-92,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-92,Hidayatullah Khan Afridi Advocate,Independent,61
NA-92,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-92,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-92,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-92,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-92,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-92,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-92,Pir Abdur Rehman,Independent,265
NA-92,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-92,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-92,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-93,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-93,Akram Khan,Independent,182
NA-93,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-93,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-93,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-93,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-93,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-93,Hidayatullah Khan Afridi Advocate,Independent,61
NA-93,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-93,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-93,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-93,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-93,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-93,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-93,Pir Abdur Rehman,Independent,265
NA-93,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-93,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-93,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-94,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-94,Akram Khan,Independent,182
NA-94,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-94,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-94,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-94,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-94,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-94,Hidayatullah Khan Afridi Advocate,Independent,61
NA-94,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-94,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-94,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-94,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-94,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-94,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-94,Pir Abdur Rehman,Independent,265
NA-94,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-94,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-94,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-95,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-95,Akram Khan,Independent,182
NA-95,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-95,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-95,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-95,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-95,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-95,Hidayatullah Khan Afridi Advocate,Independent,61
NA-95,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-95,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-95,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-95,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-95,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-95,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-95,Pir Abdur Rehman,Independent,265
NA-95,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-95,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-95,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-96,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-96,Akram Khan,Independent,182
NA-96,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-96,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-96,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-96,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-96,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-96,Hidayatullah Khan Afridi Advocate,Independent,61
NA-96,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-96,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-96,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-96,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-96,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-96,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-96,Pir Abdur Rehman,Independent,265
NA-96,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-96,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-96,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-97,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-97,Akram Khan,Independent,182
NA-97,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-97,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-97,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-97,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-97,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-97,Hidayatullah Khan Afridi Advocate,Independent,61
NA-97,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-97,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-97,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-97,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-97,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-97,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-97,Pir Abdur Rehman,Independent,265
NA-97,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-97,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-97,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-98,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-98,Akram Khan,Independent,182
NA-98,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-98,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-98,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-98,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-98,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-98,Hidayatullah Khan Afridi Advocate,Independent,61
NA-98,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-98,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-98,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-98,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-98,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-98,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-98,Pir Abdur Rehman,Independent,265
NA-98,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
